Date,Benchmark,Original,Optimized,Optimized_Alpha
2023-03-09,1.1109470521076164,1.0914215916449261,1.0081899584593332,-0.09249504146335241
2023-03-10,1.1109470521076164,1.0914215916449261,1.0081899584593332,-0.09249504146335241
2023-03-11,1.1109470521076164,1.0914215916449261,1.0081899584593332,-0.09249504146335241
2023-03-12,1.0828282949250352,1.0617669932911342,0.986343186087428,-0.08910471705422784
2023-03-13,1.1039310114976315,1.078154230433644,0.9904338201462464,-0.10281185161870843
2023-03-14,1.0788781889389294,1.0475561769626616,0.9722152143901829,-0.0988647056195
2023-03-15,1.107304976887064,1.0683697809467534,0.9808438783894177,-0.11420620437665052
2023-03-16,1.1031266803913127,1.0597988734549357,0.9847250243442545,-0.10733278249154266
2023-03-17,1.1031266803913127,1.0597988734549357,0.9847250243442545,-0.10733278249154266
2023-03-18,1.1031266803913127,1.0597988734549357,0.9847250243442545,-0.10733278249154266
2023-03-19,1.1089199730035912,1.0629544101700759,0.9875017546977762,-0.10949231798661252
2023-03-20,1.1171507697259757,1.0761306149546654,0.9998869655614138,-0.10496685616868473
2023-03-21,1.118732131507596,1.075972458466501,1.0018220852236104,-0.10450226912356442
2023-03-22,1.1328386933964338,1.0839800338394425,0.9998905243321538,-0.11735842873240843
2023-03-23,1.1094136708001237,1.064395283103275,0.9927347927389485,-0.10517166060972083
2023-03-24,1.1094136708001237,1.064395283103275,0.9927347927389485,-0.10517166060972083
2023-03-25,1.1094136708001237,1.064395283103275,0.9927347927389485,-0.10517166060972083
2023-03-26,1.1187797649304483,1.0730697765814399,1.00332973946654,-0.10319280798851915
2023-03-27,1.1004276324047848,1.063333572725007,1.0013185215911249,-0.09006417859307558
2023-03-28,1.127482951315039,1.079581695714073,1.0126165020950588,-0.10187865731007806
2023-03-29,1.1582845440134006,1.1079437308949218,1.0325168419747046,-0.10858100687670147
2023-03-30,1.1674237581481417,1.118305169310362,1.0367581724721462,-0.11192644038979249
2023-03-31,1.1674237581481417,1.118305169310362,1.0367581724721462,-0.11192644038979249
